1701388800.0	1701413100.0	B
1701413160.0	1701413160.0	C
1701413220.0	1701418500.0	D
1701418560.0	1701418620.0	B
1701418680.0	1701420900.0	D
1701420960.0	1701421020.0	C
1701421080.0	1701421140.0	D
1701421200.0	1701452040.0	B
1701452100.0	1701452100.0	C
1701452160.0	1701457320.0	D
1701457380.0	1701457500.0	C
1701457560.0	1701470160.0	B
1701470220.0	1701470400.0	C
1701470460.0	1701472440.0	D
1701472500.0	1701472620.0	B
1701472680.0	1701476940.0	D
1701477000.0	1701497400.0	B
1701497460.0	1701498240.0	C
1701498300.0	1701503280.0	D
1701503340.0	1701503520.0	B
1701503580.0	1701508560.0	D
1701508620.0	1701508740.0	C
1701508800.0	1701513840.0	B
1701513900.0	1701514020.0	C
1701514080.0	1701514380.0	D
1701514440.0	1701516240.0	C
1701516300.0	1701516780.0	D
1701516840.0	1701521040.0	B
1701521100.0	1701521160.0	C
1701521220.0	1701526260.0	D
1701526320.0	1701539280.0	B
1701539340.0	1701539400.0	D
1701539460.0	1701545520.0	B
1701545580.0	1701545580.0	C
1701545640.0	1701551820.0	D
1701551880.0	1701565140.0	B
1701565200.0	1701565200.0	C
1701565260.0	1701569940.0	D
1701570000.0	1701587700.0	B
1701587760.0	1701594240.0	D
1701594300.0	1701604140.0	B
1701604200.0	1701609480.0	D
1701609540.0	1701617100.0	B
1701617160.0	1701625800.0	D
1701625860.0	1701628020.0	B
1701628080.0	1701632640.0	D
1701632700.0	1701650820.0	B
1701650880.0	1701654900.0	D
1701654960.0	1701655140.0	B
1701655200.0	1701656760.0	D
1701656820.0	1701657780.0	B
1701657840.0	1701661500.0	D
1701661560.0	1701679800.0	B
1701679860.0	1701682440.0	D
1701682500.0	1701683880.0	B
1701683940.0	1701686340.0	D
1701686400.0	1701692160.0	B
1701692220.0	1701692280.0	D
1701692340.0	1701703560.0	B
1701703620.0	1701703680.0	C
1701703740.0	1701705060.0	D
1701705120.0	1701705660.0	A
1701705720.0	1701709680.0	D
1701709740.0	1701712980.0	B
1701713040.0	1701718500.0	D
1701718560.0	1701737760.0	B
1701737820.0	1701737880.0	C
1701737940.0	1701739740.0	D
1701739800.0	1701748260.0	B
1701748320.0	1701753720.0	D
1701753780.0	1701779520.0	B
1701779580.0	1701786960.0	D
1701787020.0	1701791340.0	B
1701791400.0	1701798060.0	D
1701798120.0	1701837780.0	B
1701837840.0	1701843360.0	D
1701843420.0	1701862860.0	B
1701862920.0	1701862920.0	C
1701862980.0	1701868980.0	D
1701869040.0	1701876720.0	B
1701876780.0	1701876840.0	C
1701876900.0	1701881760.0	D
1701881820.0	1701894660.0	B
1701894720.0	1701894840.0	C
1701894900.0	1701900000.0	D
1701900060.0	1701900180.0	C
1701900240.0	1701945660.0	B
1701945720.0	1701945720.0	C
1701945780.0	1701948600.0	D
1701948660.0	1701950340.0	B
1701950400.0	1701950520.0	C
1701950580.0	1701951900.0	B
1701951960.0	1701954900.0	D
1701954960.0	1701954960.0	C
1701955020.0	1701975120.0	B
1701975180.0	1701975180.0	C
1701975240.0	1701979860.0	D
1701979920.0	1701982680.0	B
1701982740.0	1701982740.0	C
1701982800.0	1701987300.0	D
1701987360.0	1701987360.0	C
1701987420.0	1702054260.0	B
1702054320.0	1702054380.0	C
1702054440.0	1702060140.0	D
1702060200.0	1702065120.0	B
1702065180.0	1702065180.0	C
1702065240.0	1702070040.0	D
1702070100.0	1702074240.0	B
1702074300.0	1702081200.0	D
1702081260.0	1702088880.0	B
1702088940.0	1702092780.0	D
1702092840.0	1702092960.0	B
1702093020.0	1702098720.0	D
1702098780.0	1702117440.0	B
1702117500.0	1702117500.0	C
1702117560.0	1702123440.0	D
1702123500.0	1702129380.0	B
1702129440.0	1702129500.0	C
1702129560.0	1702134540.0	D
1702134600.0	1702134720.0	B
1702134780.0	1702138440.0	D
1702138500.0	1702150020.0	B
1702150080.0	1702150140.0	C
1702150200.0	1702153620.0	D
1702153680.0	1702155120.0	B
1702155180.0	1702155420.0	C
1702155480.0	1702160400.0	D
1702160460.0	1702168740.0	B
1702168800.0	1702177680.0	D
1702177740.0	1702180680.0	B
1702180740.0	1702180740.0	C
1702180800.0	1702203120.0	D
1702203180.0	1702205760.0	B
1702205820.0	1702210800.0	D
1702210860.0	1702234140.0	B
1702234200.0	1702234560.0	A
1702234620.0	1702235160.0	B
1702235220.0	1702235460.0	C
1702235520.0	1702240080.0	D
1702240140.0	1702240200.0	C
1702240260.0	1702240320.0	D
1702240380.0	1702240860.0	B
1702240920.0	1702241280.0	C
1702241340.0	1702243020.0	D
1702243080.0	1702254780.0	B
1702254840.0	1702254840.0	C
1702254900.0	1702259400.0	D
1702259460.0	1702275600.0	B
1702275660.0	1702275660.0	C
1702275720.0	1702281540.0	D
1702281600.0	1702297860.0	B
1702297920.0	1702302780.0	D
1702302840.0	1702323180.0	B
1702323240.0	1702329300.0	D
1702329360.0	1702343880.0	B
1702343940.0	1702349760.0	D
1702349820.0	1702349940.0	B
1702350000.0	1702354740.0	D
1702354800.0	1702382580.0	B
1702382640.0	1702382640.0	C
1702382700.0	1702387680.0	D
1702387740.0	1702390140.0	B
1702390200.0	1702396200.0	D
1702396260.0	1702405920.0	B
1702405980.0	1702410720.0	D
1702410780.0	1702422840.0	B
1702422900.0	1702422900.0	C
1702422960.0	1702423200.0	D
1702423260.0	1702423500.0	C
1702423560.0	1702423740.0	D
1702423800.0	1702423860.0	C
1702423920.0	1702427340.0	D
1702427400.0	1702428600.0	B
1702428660.0	1702429800.0	D
1702429860.0	1702431540.0	B
1702431600.0	1702434600.0	D
1702434660.0	1702472700.0	B
1702472760.0	1702472820.0	C
1702472880.0	1702483080.0	D
1702483140.0	1702488600.0	B
1702488660.0	1702490220.0	D
1702490280.0	1702490400.0	B
1702490460.0	1702490820.0	D
1702490880.0	1702491900.0	A
1702491960.0	1702492020.0	B
1702492080.0	1702496100.0	D
1702496160.0	1702496160.0	C
1702496220.0	1702496520.0	B
1702496580.0	1702497240.0	C
1702497300.0	1702501320.0	D
1702501380.0	1702512120.0	B
1702512180.0	1702512180.0	C
1702512240.0	1702517040.0	D
1702517100.0	1702529340.0	B
1702529400.0	1702535220.0	D
1702535280.0	1702537260.0	B
1702537320.0	1702541280.0	D
1702541340.0	1702550880.0	B
1702550940.0	1702555440.0	D
1702555500.0	1702574040.0	B
1702574100.0	1702574160.0	C
1702574220.0	1702578960.0	D
1702579020.0	1702603140.0	B
1702603200.0	1702603200.0	C
1702603260.0	1702608840.0	D
1702608900.0	1702613820.0	B
1702613880.0	1702617180.0	D
1702617240.0	1702659420.0	B
1702659480.0	1702665900.0	D
1702665960.0	1702672080.0	B
1702672140.0	1702675980.0	D
1702676040.0	1702694040.0	B
1702694100.0	1702694100.0	C
1702694160.0	1702695480.0	D
1702695540.0	1702695780.0	B
1702695840.0	1702695840.0	C
1702695900.0	1702700100.0	D
1702700160.0	1702714560.0	B
1702714620.0	1702714620.0	C
1702714680.0	1702717680.0	D
1702717740.0	1702739040.0	B
1702739100.0	1702739100.0	C
1702739160.0	1702744260.0	D
1702744320.0	1702757520.0	B
1702757580.0	1702757580.0	C
1702757640.0	1702761720.0	D
1702761780.0	1702815900.0	B
1702815960.0	1702822020.0	D
1702822080.0	1702827600.0	B
1702827660.0	1702827660.0	C
1702827720.0	1702831980.0	D
1702832040.0	1702832160.0	C
1702832220.0	1703064780.0	B
1703064840.0	1703065500.0	C
1703065560.0	1703068980.0	D
1703069040.0	1703410800.0	B
1703410860.0	1703410920.0	C
1703410980.0	1703414880.0	D
1703414940.0	1703415000.0	C
1703415060.0	1703486220.0	B
1703486280.0	1703486280.0	C
1703486340.0	1703492400.0	D
1703492460.0	1703494740.0	B
1703494800.0	1703494800.0	D
1703494860.0	1703746620.0	B
1703746680.0	1703746740.0	C
1703746800.0	1703752140.0	D
1703752200.0	1703851380.0	B
1703851440.0	1703851500.0	A
1703851560.0	1703851920.0	B
1703851980.0	1703854080.0	A
1703854140.0	1703854200.0	B
1703854260.0	1703856300.0	A
1703856360.0	1703856960.0	B
1703857020.0	1703857200.0	A
1703857260.0	1703857440.0	B
1703857500.0	1703858460.0	A
1703858520.0	1703858640.0	B
1703858700.0	1703858940.0	A
1703859000.0	1703860440.0	B
1703860500.0	1703860620.0	A
1703860680.0	1703860800.0	B
1703860860.0	1703861340.0	A
1703861400.0	1703863980.0	B
1703864040.0	1703864220.0	A
1703864280.0	1703871120.0	B
1703871180.0	1703871240.0	A
1703871300.0	1703871780.0	B
1703871840.0	1703871900.0	A
1703871960.0	1703875320.0	B
1703875380.0	1703875440.0	A
1703875500.0	1703876340.0	B
1703876400.0	1703876520.0	A
1703876580.0	1703876700.0	B
1703876760.0	1703876880.0	A
1703876940.0	1703877000.0	B
1703877060.0	1703878200.0	A
1703878260.0	1703879400.0	B
1703879460.0	1703882100.0	A
1703882160.0	1703882280.0	B
1703882340.0	1703883780.0	A
1703883840.0	1703884320.0	B
1703884380.0	1703885220.0	A
1703885280.0	1703885880.0	B
1703885940.0	1703886240.0	A
1703886300.0	1703886720.0	B
1703886780.0	1703886780.0	A
1703886840.0	1703886840.0	B
1703886900.0	1703886900.0	A
1703886960.0	1703886960.0	B
1703887020.0	1703891340.0	A
1703891400.0	1703891460.0	B
1703891520.0	1703891880.0	A
1703891940.0	1703892240.0	B
1703892300.0	1703895840.0	A
1703895900.0	1703895960.0	B
1703896020.0	1703896380.0	A
1703896440.0	1703896620.0	B
1703896680.0	1703896980.0	A
1703897040.0	1703897160.0	B
1703897220.0	1703898300.0	A
1703898360.0	1703898660.0	B
1703898720.0	1703909100.0	A
1703909160.0	1703909160.0	B
1703909220.0	1703915280.0	A
1703915340.0	1703915640.0	B
1703915700.0	1703917140.0	A
1703917200.0	1703917380.0	B
1703917440.0	1703922600.0	A
1703922660.0	1703922780.0	B
1703922840.0	1703930820.0	A
1703930880.0	1703931360.0	B
1703931420.0	1703931600.0	A
1703931660.0	1703932020.0	B
1703932080.0	1703933760.0	A
1703933820.0	1703934000.0	B
1703934060.0	1703934060.0	A
1703934120.0	1703934120.0	B
1703934180.0	1703934180.0	A
1703934240.0	1703934420.0	B
1703934480.0	1703934540.0	A
1703934600.0	1703934660.0	B
1703934720.0	1703934840.0	A
1703934900.0	1703935080.0	B
1703935140.0	1703936760.0	A
1703936820.0	1703937240.0	B
1703937300.0	1703937420.0	A
1703937480.0	1703937900.0	B
1703937960.0	1703939580.0	A
1703939640.0	1703940120.0	B
1703940180.0	1703940300.0	A
1703940360.0	1703940660.0	B
1703940720.0	1703940960.0	A
1703941020.0	1703941080.0	B
1703941140.0	1703942160.0	A
1703942220.0	1703942400.0	B
1703942460.0	1703943180.0	A
1703943240.0	1703943420.0	B
1703943480.0	1703951340.0	A
1703951400.0	1703951460.0	B
1703951520.0	1703951580.0	A
1703951640.0	1703951760.0	B
1703951820.0	1703953380.0	A
1703953440.0	1703953500.0	B
1703953560.0	1703955960.0	A
1703956020.0	1703956920.0	B
1703956980.0	1703958540.0	A
1703958600.0	1703959140.0	B
1703959200.0	1703959320.0	A
1703959380.0	1703959920.0	B
1703959980.0	1703961240.0	A
1703961300.0	1703962320.0	B
1703962380.0	1703963580.0	A
1703963640.0	1703963760.0	B
1703963820.0	1703964060.0	A
1703964120.0	1703964300.0	B
1703964360.0	1703964420.0	A
1703964480.0	1703964600.0	B
1703964660.0	1703966580.0	A
1703966640.0	1703966760.0	B
1703966820.0	1703966940.0	A
1703967000.0	1703967180.0	B
1703967240.0	1703968440.0	A
1703968500.0	1703969580.0	B
1703969640.0	1703970720.0	A
1703970780.0	1703972700.0	B
1703972760.0	1703972820.0	A
1703972880.0	1703973960.0	B
1703974020.0	1703974080.0	A
1703974140.0	1703974260.0	B
1703974320.0	1703975520.0	A
1703975580.0	1703976420.0	B
1703976480.0	1703978400.0	A
1703978460.0	1703978760.0	B
1703978820.0	1703979840.0	A
1703979900.0	1703982780.0	B
1703982840.0	1703982960.0	A
1703983020.0	1703984460.0	B
1703984520.0	1703984520.0	A
1703984580.0	1703984580.0	B
1703984640.0	1703985360.0	A
1703985420.0	1703986920.0	B
1703986980.0	1703987820.0	A
1703987880.0	1703989320.0	B
1703989380.0	1703989500.0	A
1703989560.0	1703992020.0	B
1703992080.0	1703992140.0	A
1703992200.0	1703994360.0	B
1703994420.0	1703994900.0	A
1703994960.0	1703995140.0	B
1703995200.0	1703995260.0	A
1703995320.0	1704004020.0	B
1704004080.0	1704004500.0	A
1704004560.0	1704006120.0	B
1704006180.0	1704010920.0	D
1704010980.0	1704067140.0	B
1704067200.0	1704067200.0	
