state_classifier,detection mean,detection std,Abnormal mean F1-score,Abnormal std F1-score,Normal mean F1-score,Normal std F1-score,Overall mean F1-score,Overall std F1-score
RF,99.163179916318,1.11022302462516E-14,65.0573633110752,1.42226930001559,89.1671319958808,0.598457393408875,83.2426778242678,0.844369710067388
MLP,99.163179916318,1.11022302462516E-14,63.6165912850719,2.30979442354421,87.0675902063091,1.03385570336714,80.7531380753138,1.34282899881851
ET,99.163179916318,1.11022302462516E-14,65.4775101612633,1.15746521326836,87.821421948879,0.831156355394701,81.7991631799163,1.06262971541425
XGB,99.163179916318,,50.7836990595611,,75.9811616954474,,67.5732217573222,
DT,99.163179916318,1.11022302462516E-14,48.7906982328745,4.15193427051363,74.9477138707896,3.20487057175578,66.234309623431,3.81212652046631
NB,99.163179916318,,54.485049833887,,79.6946564885496,,71.7573221757322,
