34.4,25.8,0.0
34.4,25.8,0.0
34.4,25.8,0.0
34.4,25.8,0.0
34.4,25.8,0.0
34.4,25.8,0.0
34.4,25.8,0.0
34.4,25.8,0.0
34.4,25.9,0.0
34.4,25.8,0.0
34.4,25.8,0.0
34.4,25.9,0.0
34.4,25.9,0.0
34.4,25.9,0.0
34.4,25.9,0.0
34.4,25.9,0.0
34.4,25.9,0.0
34.4,25.9,0.0
34.4,25.9,0.0
34.4,25.9,0.0
34.4,26.0,0.0
34.4,25.9,0.0
34.4,25.9,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.5,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.5,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.5,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.5,26.1,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.5,26.1,0.0
34.4,26.1,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.0,0.0
34.4,26.1,0.0
34.4,26.0,0.0
34.5,26.1,0.0
34.4,26.1,0.0
34.4,26.1,0.0
34.5,26.1,0.0
34.4,26.1,0.0
34.5,26.1,0.0
34.4,26.1,0.0
34.4,26.1,0.0
34.5,26.1,0.0
34.4,26.1,0.0
34.4,26.1,0.0
34.4,26.0,0.0
34.5,26.1,0.0
34.4,26.1,0.0
34.4,26.0,0.0
34.5,26.1,0.0
34.4,26.1,0.0
34.4,26.1,0.0
34.5,26.1,0.0
34.4,26.1,0.0
34.5,26.2,0.0
34.4,26.1,0.0
