state_classifier,detection mean,detection std,Abnormal mean F1-score,Abnormal std F1-score,Normal mean F1-score,Normal std F1-score,Overall mean F1-score,Overall std F1-score
RF,97.5450081833061,1.11022302462516E-14,77.6515273090449,0.607378731308957,96.6871317148061,0.166290036848691,93.0278232405892,0.255654653875833
MLP,97.5450081833061,1.11022302462516E-14,75.8052898207129,1.35430450155447,96.1035602640098,0.426723762787027,92.0949263502455,0.662999315892931
ET,97.5450081833061,1.11022302462516E-14,80.1583395350455,0.585741881636236,97.3222357771475,0.133827296516995,94.0589198036007,0.232036773793092
XGB,97.5450081833061,,74.4939271255061,,95.5897435897436,,91.3256955810147,
DT,97.5450081833061,1.11022302462516E-14,70.2145694837787,2.16729362178308,94.4314553823139,0.836836974070871,89.4108019639935,1.22487445119919
NB,97.5450081833061,,69.0582959641256,,95.2952952952953,,90.5073649754501,
